Event_ID,Event_Name,Parent_Event_ID,Event_Type,Probability_Type,Probability_Value,Distribution_Type,Min,Max,Mean,Median,Mode,StdDev,Lambda,Alpha,Beta,Shape,Scale,Fixed_Value,Consequence_Type,Consequence_Distribution,Consequence_Min,Consequence_Max,Consequence_Mean,Consequence_StdDev,Dependency_Type,Dependency_Condition,Correlation_Group,Notes
N0060,Intent Formation: node 49 - Apply standard operating procedure without describing restricted methods,N0002,Escalation,lognormal,,lognormal,,,0.7548,,,0.1510,,,,0.401,0.7548,23,Legal/Compliance,fixed,,,23,,independent,Intent Formation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P1-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Apply standard operating procedure without describing restricted methods. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0061,Intent Formation: node 50 - Attempt escalated for law-enforcement disposition,N0002,Outcome,uniform,,uniform,0.6232,0.8232,0.7232,,,,,,,,,,Workforce,uniform,20,37,28.5,4.9,conditional,Intent Formation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P1-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Attempt escalated for law-enforcement disposition. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0062,"Intent Formation: node 51 - Record observable behavior and maintain neutral, non-discriminatory criteria",N0002,Recovery,beta,,beta,,,0.7055,,27,,,22.576,9.424,,,,Passenger Experience,triangular,19,45,27,,requires_parent_success,Intent Formation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Record observable behavior and maintain neutral, non-discriminatory criteria. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0063,Intent Formation: node 52 - workflow interruption that could create screening distraction,N0002,Observation,fixed,0.6795,fixed,,,,,,,,,,,,0.6795,Security,normal,,,29,5.2,blocks_if_detected,Intent Formation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: workflow interruption that could create screening distraction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0064,Intent Formation: node 53 - Simulation branch terminates with interdiction,N0002,Phase,normal,,normal,,,0.6643,,,0.0797,,,,0.35,3,,Operational,lognormal,,,5,1.2,mitigates_parent,Intent Formation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch terminates with interdiction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0065,Intent Formation: node 54 - alarm requiring standard resolution before access is granted,N0002,Decision,poisson,,poisson,,,2.0395,,,,2.0395,,,,,7,Reputational,fixed,,,7,,escalates_if_unresolved,Intent Formation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: alarm requiring standard resolution before access is granted. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0066,Intent Formation: node 55 - Use randomization as a defensive control in the simulation only,N0002,Control,triangular,,triangular,0.5274,0.7674,0.6474,,0.6474,,,,,,,,Financial,uniform,4,21,12.5,4.9,independent,Intent Formation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use randomization as a defensive control in the simulation only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0067,Intent Formation: node 56 - property image anomaly resolved only through approved process,N0002,Observation,lognormal,,lognormal,,,0.8255,,11,0.1651,,,,0.415,0.8255,,Legal/Compliance,triangular,3,29,11,,conditional,Intent Formation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0068,Intent Formation: node 57 - identity or itinerary discrepancy requiring routine clarification,N0002,Detection,uniform,,uniform,0.6856,0.8856,0.7856,,,,,,,,,,Workforce,normal,,,13,2.3,requires_parent_success,Intent Formation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: identity or itinerary discrepancy requiring routine clarification. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0069,Intent Formation: node 58 - Close the loop with after-action documentation,N0002,Escalation,beta,,beta,,,0.7955,,,,,26.250,6.750,0.35,13,,Passenger Experience,lognormal,,,15,3.8,blocks_if_detected,Intent Formation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Close the loop with after-action documentation. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0070,Intent Formation: node 59 - Attempt blocked before sterile-area access,N0002,Outcome,fixed,0.7492,fixed,,,,,,,,,,,,0.7492,Security,fixed,,,17,,mitigates_parent,Intent Formation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Attempt blocked before sterile-area access. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0071,Intent Formation: node 60 - Use layered screening controls and documented decision points,N0002,Recovery,normal,,normal,,,0.7420,,,0.0890,,,,,,,Operational,uniform,14,31,22.5,4.9,escalates_if_unresolved,Intent Formation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P1-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use layered screening controls and documented decision points. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0072,Intent Formation: node 61 - item-category ambiguity requiring officer judgment,N0002,Observation,poisson,,poisson,,,2.2634,,21,,2.2634,,,,,,Reputational,triangular,13,39,21,,independent,Intent Formation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P1-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: item-category ambiguity requiring officer judgment. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0073,Intent Formation: node 62 - Passenger re-screened and cleared after resolution,N0002,Phase,triangular,,triangular,0.5990,0.8390,0.7190,,0.7190,,,,,,,,Financial,normal,,,23,4.1,conditional,Intent Formation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P1-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Passenger re-screened and cleared after resolution. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
